,id,typeid,kategoriid,statusid,titel,titelkort,offentlighedskode,nummer,nummerprefix,nummernumerisk,nummerpostfix,resume,afstemningskonklusion,periodeid,afgørelsesresultatkode,baggrundsmateriale,opdateringsdato,statsbudgetsag,begrundelse,paragrafnummer,paragraf,afgørelsesdato,afgørelse,rådsmødedato,lovnummer,lovnummerdato,retsinformationsurl,fremsatundersagid,deltundersagid
84,85,5,15.0,3,Forslag til folketingsbeslutning om en rocker- og bandepakke.,Om en rocker- og bandepakke.,O,B 37,B,37,,"Formålet med forslaget var at supplere regeringens fremsatte rocker- og bandepakke med følgende elementer:
1. Ændring af straffelovens § 81 a, så al rocker- og banderelateret kriminalitet altid gav dobbelt straf samt mulighed for absolut kumulation ved udmålingen af straf for rocker- og banderelateret kriminalitet.
2. Hastebehandling af rocker- og banderelaterede sager ved domstolene.
3. Nedsættelse af en arbejdsgruppe, der skulle se på en eventuel ændring af rockerloven og planloven.
4. Myndighederne skulle ved systematisk samarbejde sikre en særlig grundig kontrol af banderne.
5. Redskaber mod intimiderende og chikanerende adfærd over for politiet og øvrige myndigheder.
6. Ingen prøveløsladelse af rockere og bandemedlemmer.
7. Strammere udvisningsregler.

Forslag til ændring af lovgivning m.v. skulle ifølge forslaget fremsættes i folketingsåret 2013-14. ","Forkastet

51 stemmer for forslaget (V, DF, LA, KF)

56 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",32,,,2018-10-02T12:53:18.82,False,,,,,,,,,,,
85,86,10,11.0,20,Hvad er ministerens holdning til det hollandske entreprenørfirma Royal BAM Groups tilbud om at sikre 110 km af den jyske vestkyst med drænrør som beskrevet i artiklen »Bombe i kystkrig« bragt i Nordjyske Stiftstidende den 13. januar 2014?,Om at sikre 110 km af den jyske vestkyst med drænrør.,O,S 770,S,770,,,,32,,,2017-12-05T19:44:34.117,False,Ingen.,,,,,,,,,,
86,87,10,11.0,20,"Giver artiklen »Bombe i kystkrig« bragt i Nordjyske Stiftstidende den 13. januar 2014 samt de deri beskrevne resultater og erfaringer med Ecobeach-systemet anledning til, at ministeren vil overveje rør som kystsikring af vestkysten? ",Om kystsikring af vestkysten.,O,S 771,S,771,,,,32,,,2017-12-05T19:44:34.3,False,Ingen.,,,,,,,,,,
87,88,8,,21,Tidligere fortroligt aktstykke om geotermitilladelse for Thisted Varmeforsyning,Tidligere fortroligt aktstykke om geotermitilladelse for Thisted Varmeforsyning,O,Aktstk. 63,Aktstk.,63,,,,32,TU,,2021-06-03T13:22:20.273,False,,29.0,"Energi-, Forsynings- og Klimaministeriet",2013-12-05T00:00:00,Tiltrådt af Finansudvalget den 05-12-2013,,,,,,
88,89,10,7.0,20,Om europapolitiske forhandlinger.,Om europapolitiske forhandlinger.,O,US 36,US,36,,,,32,,,2017-12-05T19:44:39.13,False,,,,,,,,,,,
89,90,10,7.0,20,Om europapolitiske forhandlinger.,Om europapolitiske forhandlinger.,O,US 37,US,37,,,,32,,,2017-12-05T19:44:39.33,False,,,,,,,,,,,
90,91,10,7.0,20,Om danske velfærdsydelser til EU-borgere.,Om danske velfærdsydelser til EU-borgere.,O,US 38,US,38,,,,32,,,2017-12-05T19:44:39.557,False,,,,,,,,,,,
91,92,10,7.0,20,Om nyttejob til kontanthjælpsmodtagere.,Om nyttejob til kontanthjælpsmodtagere.,O,US 39,US,39,,,,32,,,2017-12-05T19:44:40.993,False,,,,,,,,,,,
92,93,10,7.0,20,Om nulvækst og beskæftigelse.,Om nulvækst og beskæftigelse.,O,US 40,US,40,,,,32,,,2017-12-05T19:44:43.11,False,,,,,,,,,,,
93,94,10,7.0,20,Om en europapolitisk aftale.,Om en europapolitisk aftale.,O,US 41,US,41,,,,32,,,2017-12-05T19:44:43.287,False,,,,,,,,,,,
94,95,8,,21,"Aktstykke om salg af Skagen Fyretablissement for 3,7 mio. kr. til Realdania Byg A/S","Aktstykke om salg af Skagen Fyretablissement for 3,7 mio. kr. til Realdania Byg A/S",O,Aktstk. 64,Aktstk.,64,,,,32,TF,,2021-06-03T13:28:24.143,False,,8.0,Erhvervsministeriet,2014-01-23T00:00:00,"Tiltrådt af et flertal i Finansudvalget den 23-01-2014 (udvalget med undtagelse af Enhedslistens medlem, der stemte imod aktstykket)",,,,,,
95,96,10,7.0,20,Om unge på kontanthjælp og ungeydelse.,Om unge på kontanthjælp og ungeydelse.,O,US 42,US,42,,,,32,,,2017-12-05T19:44:43.593,False,,,,,,,,,,,
96,97,7,,54,"Forslag til Europa-Parlamentets og Rådets forordning om ændring af Rådets forordning (EF) nr. 850/98, (EF) nr. 2187/2005, (EF) nr. 1967/2006, (EF) nr. 1098/2007, (EF) nr. 254/2002, (EF) nr. 2347/2002 og (EF) nr. 1224/2009 for så vidt angår landingsforpligtelsen og om ophævelse af forordning (EF) nr. 1434/98","Forslag til Europa-Parlamentets og Rådets forordning om ændring af Rådets forordning (EF) nr. 850/98, (EF) nr. 2187/2005, (EF) nr. 1967/2006, (EF) nr. 1098/2007, (EF) nr. 254/2002, (EF) nr. 2347/2002 og (EF) nr. 1224/2009",O,KOM (2013) 0889,KOM,889,,,,14,,,2016-01-04T11:20:27.213,False,,,,,,,,,,,
97,98,10,11.0,20,"Vil ministeren på den forestående regeringskonference i Tønder den 4. og 5. februar 2014 tage initiativ til, at arbejdet med en fælles forvaltningsplan for gæs i Vadehavsområdet påbegyndes efter rapportens anbefalinger?",Om en fælles forvaltningsplan for gæs i Vadehavsområdet.,O,S 772,S,772,,,,32,,,2017-12-05T19:44:43.823,False,"Op til regeringskonferencen i det trilaterale samarbejde omkring Vadehavet på Sild i 2010, blev der udarbejdet en »gåserapport«, med anbefalinger til udarbejdelse af en fælles gåseforvaltningsplan for Vadehavsområdet. Anbefalingerne blev ikke fulgt, i stedet opfordrede regeringerne til, at der blev lavet en mere detaljeret plan til den forestående regeringskonference i Tønder den 4. og 5. februar 2014. Gåserapportens anbefalinger til en detaljeret plan, har til formål at igangsætte en indsats, der kan tage hånd om de stadig stigende problemer, der er med gæs i Vadehavsområdet.    
I udkast til Tønder Dekelerationen punkt 67-69 noterer man sig anbefalingerne, og man opfordrer myndighederne til, hvor det er hensigtsmæssigt, at følge anbefalingerne.",,,,,,,,,,
98,99,10,11.0,20,"Hvis der ikke igangsættes et arbejde med en fælles forvaltningsplan for gæs i Vadehavsområdet, eller opnås enighed om anbefalingerne i »gåserapporten«, der blev udarbejdet op til regeringskonferencen i det trilaterale samarbejde omkring Vadehavet på Sild i 2010, hvordan vil ministeren så sikre, at de stadig stigende problemer med gæs i Vadehavsområdet løses?",Om en fælles forvaltningsplan for gæs i Vadehavsområdet.,O,S 773,S,773,,,,32,,,2017-12-05T19:44:48.923,False,"Op til regeringskonferencen i det trilaterale samarbejde omkring Vadehavet på Sild i 2010, blev der udarbejdet en »gåserapport«, med anbefalinger til udarbejdelse af en fælles gåseforvaltningsplan for Vadehavsområdet. Anbefalingerne blev ikke fulgt, i stedet opfordrede regeringerne til, at der blev lavet en mere detaljeret plan til den forestående regeringskonference i Tønder den 4. og 5. februar 2014. Gåserapportens anbefalinger til en detaljeret plan, har til formål at igangsætte en indsats, der kan tage hånd om de stadig stigende problemer, der er med gæs i Vadehavsområdet.    
I udkast til Tønder Dekelerationen punkt 67-69 noterer man sig anbefalingerne, og man opfordrer myndighederne til, hvor det er hensigtsmæssigt, at følge anbefalingerne.",,,,,,,,,,
99,100,10,11.0,20,"Vil ministeren, såfremt det ikke er muligt at opnå enighed på den forestående regeringskonference i Tønder den 4. og 5. februar 2014 arbejde for, at Danmark påbegynder arbejdet med en fælles forvaltningsplan for gæs i Vadehavsområdet, ligesom Holland der er påbegyndt planlægningen?",Om en fælles forvaltningsplan for gæs i Vadehavsområdet.,O,S 774,S,774,,,,32,,,2017-12-05T19:44:49.13,False,"Op til regeringskonferencen i det trilaterale samarbejde omkring Vadehavet på Sild i 2010, blev der udarbejdet en »gåserapport«, med anbefalinger til udarbejdelse af en fælles gåseforvaltningsplan for Vadehavsområdet. Anbefalingerne blev ikke fulgt, i stedet opfordrede regeringerne til, at der blev lavet en mere detaljeret plan til den forestående regeringskonference i Tønder den 4. og 5. februar 2014. Gåserapportens anbefalinger til en detaljeret plan, har til formål at igangsætte en indsats, der kan tage hånd om de stadig stigende problemer, der er med gæs i Vadehavsområdet.    
I udkast til Tønder Dekelerationen punkt 67-69 noterer man sig anbefalingerne, og man opfordrer myndighederne til, hvor det er hensigtsmæssigt, at følge anbefalingerne.",,,,,,,,,,
